Inventory_ID,Approved_By,Data_Asset_Name,Data_Asset_Steward,Data_Asset_Sorting_Category,Operational_Or_Analytical_Data,Data_Asset_Acronym,Data_Asset_Description,APM_ID,Non_Salmon_Data,Data_Asset_Status,Data_Asset_Format,Data_Type,Data_Asset_Location,Data_Asset_Trustee,Data_Asset_Custodian,Application_Data_Asset_Is_Associated_With,Application_Description,Technical_Documentation,Access_Point,Policy_Levers_Data_Asset_Supports,Key_Decisions,Impact_to_DFO_Data_Consumers,Decision_Supporting_Key_Products,Impact_on_Decision_Making,Uniqueness,Cost,Data_Asset_Size,Update_Frequency,Data_Standards,Metadata_Maturity,Data_Quality_Rating,Naming_Conventions,Security_Classification,Inbound_Data_Linkage,Outbound_Data_Linkage,Publication_Status,,,,,,,,,,,,,,,,,
,,Pacific Recreational Fishery Salmon Head Depots,,2,,,"Location and contact information for Pacific Recreational Fishery Salmon Head Recovery Depots. The sport fishing community has an important role in the recovery of coded-wire tags found in Coho and Chinook. A coded-wire tag is a 1mm piece of wire that is laser etched with a unique number. Tags are injected into the nose cartilage of juvenile salmon prior to ocean migration. Annually, Canada and the United States tag over 50 million juvenile salmon. Fisheries and Oceans Canada applies about 5.5 million tags, using about 5.5 kilometres of wire. Anglers can recognize the presence of a coded-wire tag because of the missing adipose fin (located on the dorsal surface of the salmon). If you have caught an adipose fin clipped Coho and Chinook, it is a simple matter of removing the head from the fish, completing a sport head label and then submitting the head to a Sport Head Recovery Depot in the area. It is just as important to turn in heads from terminal or freshwater sites as it is from marine areas. Even though anglers fishing close to hatcheries can be fairly certain of the origin of their catch, data will not be recorded unless the heads from fin-clipped recoveries are turned in. Without the data, the health of the stock and the value of the resource to anglers could be underestimated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, Open Data",,,,,,,,,,,,,,,,,
,,Mach II Analysis Tool,Tracy Cone (SDC)?,2,,,,,,,Excel Macro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,Hecate Strait Synoptic Bottom Trawl Survey.,"Haggarty, Dana (Groundfish)
Hamilton, Shelee (SDC, Fishery and Assessment Data)",2,Analytical,,"Catch, effort, location (latitude, longitude), relative abundance indices, and associated biological data from groundfish multi-species bottom trawl surveys in Hecate Strait. Introduction - The Hecate Strait (HS) synoptic bottom trawl survey was first conducted in 2005, and has been repeated every second year since. This survey is one of a set of long-term and coordinated surveys that together cover the continental shelf and upper slope of most of the British Columbia coast. The other surveys are the Queen Charlotte Sound (QCS) survey, the West Coast Vancouver Island (WCVI) survey, the West Coast Haida Gwaii (WCHG) survey, and the Strait of Georgia (SOG) survey. The objectives of these surveys are to provide fishery-independent abundance indices of all demersal fish species available to bottom trawling and to collect biological samples of selected species. The surveys follow a random depth-stratified design and the sampling units are 2 km by 2 km blocks. The synoptic bottom trawl surveys are conducted by Fisheries and Oceans Canada (DFO) in collaboration with the Canadian Groundfish Research and Conservation Society (CGRCS), a non-profit society composed of participants in the British Columbia commercial groundfish trawl fishery. The Queen Charlotte Sound and West Coast Haida Gwaii surveys are conducted under collaborative agreements, with the CGRCS providing chartered commercial fishing vessels and field technicians, while DFO provides in-kind contributions for running the surveys including personnel and equipment. The Hecate Strait, West Coast Vancouver Island, and Strait of Georgia surveys are conducted by DFO and have typically taken place on the Canadian Coast Guard research vessel W.E. Ricker. In years when the W.E. Ricker has not been available, the Hecate Strait and West Coast Vancouver Island surveys have taken place on chartered industry vessels. Effort - This table contains information about the survey trips and fishing events (trawl tows/sets) that are part of this survey series. Trip-level information includes the year the survey took place, a unique trip identifier, the vessel that conducted the survey, and the trip start and end dates (the dates the vessel was away from the dock conducting the survey). Set-level information includes the date, time, location, and depth that fishing took place, as well as information that can be used to calculate fishing effort (duration) and swept area. All successful fishing events are included, regardless of what was caught. Catch This table contains the catch information from successful fishing events. Catches are identified to species or to the lowest taxonomic level possible. Most catches are weighed, but some are too small (“trace” amounts) or too large (e.g. very large Big Skate). The unique trip identifier and set number are included so that catches can be related to the fishing event information (including capture location). Biology - This table contains the available biological data for catches which were sampled. Data may include any or all of length, sex, weight, age. Different length types are measured depending on the species. Age structures are collected when possible for species where validated aging methods exist and are archived until required for an assessment; therefore, all existing structures have not been aged at this time. The unique trip identifier and set number are included so that samples can be related to the fishing event and catch information. Biomass - This table contains relative biomass indices of species that have been captured in every survey of the time series. The coefficient of variation and bootstrapped 95% confidence intervals are provided for each index. The report on the 2012 Strait of Georgia Survey (King et al. 2013) provides an explanation of how the relative indices are derived.",,No,Production,Oracle database CSV,Structured,DFO Server,Ecosystems and Ocean Science,Maria Cornthwaite?,n/a,n/a,see metadata and supporting documents on Open Maps,"open maps, FGP, OBIS",,"stock assessments, provision of scientific advice","science, fisheries management, SARA","stock assessments, science advice",could not perform stock assessments,No,irreplaceable,see size of open maps files,Annually,Yes,No,High,Yes,Unclassified,Comes from groundfish data holdings,No it's a static dataset,"Yes, Open Data, FGP, OBIS",,,,,,,,,,,,,,,,,
,,BCSRIF Data Hub,"Chang, Raymond ",2,Operational,,"The BCSRIF Data Hub is a multisheet Microsot Excel file used to store necessary details of each application, aggrement and advances/claims, among others. ",N/A,Yes,Production,Excel,Structured,Desktop/Shared Drive,BCSRIF,Raymond Chang,N/A,N/A,None,BCSRIF Shared Drive > Operational Files > MASTER Analysis,Integration - Multiple,Determining which applications to recommend to MINO for approval,BCSRIF,None,50%,No,0.1,<0.001,Weekly,No,No,Medium,No,Protected B,None,None,No,,,,,,,,,,,,,,,,,
38,,Fishery Operations System - Test fishery-Catch,Lee Kearey,2,,,,,,,,,,,Lee Kearey,FOS_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,Marine Species Vulnerability Database,"Drost, Helen
Steiner, Nadja
Hunter, Karen",3,Analytical,,Aquatic ectotherms physiological tolearances and limits to multiple stressors, ,no,Decommissioned,Excel,Structured,other,Ecosystems and Ocean Science,"Fong, Kenneth / ", , ,"DFO Technical report: Steiner, N., Drost, H. E., Hunter, K. 2018. A Physiological Limits Database for Arctic
and Subarctic Aquatic Species. Can. Tech. Rep. Fish. Aquat. Sci. 3256: v + 56 p.",Public access (URL not available yet), ,"There is limited data on physiological limits of species to multi-stressors. The database is mainly empty and is added to when suitable data is published. The data can help improve estimates of species limits and tolerances to increasing water temperature and other key stressors (reduced oxygen, ocean acidification etc.)",this data can help estrimate species vulnerability  - mostly based on temperature limits (a main driver of distribution) due to limited data available on multi-stressor impacts at all life stages, ,all the data included comes from published sources,yes,0.01 to recreate the database - take much less time to recreate as all the column headings are worked out and template exists in hard copy excel format ,<1,Ad-hoc,no,no,Medium,no, ,no,no,yes -DFO technical report - early version,,,,,,,,,,,,,,,,,
100,,Salmonid Enhancement Program Escapement – Adult Salmon Estimated and Expanded Enhanced Recoveries by Tagcode,"Galbraith, Ryan",3,Analytical,EPAD (report exported in Excel format),This data is imported from the Mark Recovery Program (MRP) database(s).,unkown,No,Production,Excel,Structured,,PSSI,,"Enhancement Planning and Assessment - EPAD
",,,,,"Catch distribution domestic/international (PST), fishery regulations related to, conservation status, hatchery contributions. Tags released from BC and Yukon hatcheries are recovered across Pacific NW to contribute to international mark recovery data analysis – international technical committees and teams of researchers","Science, stock assessment, resource management, PSSI",Adult Salmon Estimated and Expanded Enhanced Recoveries by CWT Tagcode,50-75,,,,Annually,,,,,,"ENPRO/E-PRO, MRP",PST TC data models,,,,,,,,,,,,,,,,,,
101,,Salmonid Enhancement Program Escapement – Adult Salmon Mark Samples,"Galbraith, Ryan",3,Analytical,EPAD (report exported in Excel format),Manually entered or imported into EPAD from mulitple data sources.,unkown,No,Production,Excel,Structured,,PSSI,,"Enhancement Planning and Assessment - EPAD
",,,,,"Catch distribution domestic/international (PST), fishery regulations related to, conservation status, hatchery contributions","Science, stock assessment, resource management, PSSI",Adult Salmon Mark Samples,50-75,,,,Annually,,,,,,"ENPRO/E-PRO, MRP",PST TC data models,,,,,,,,,,,,,,,,,,
102,,Salmonid Enhancement Program Escapement – Adult Salmon River Returns,"Galbraith, Ryan",3,Operational,EPAD (report exported in Excel format),Manually entered or imported into EPAD from mulitple data sources.,unkown,No,Production,Excel,Structured,,PSSI,,"Enhancement Planning and Assessment - EPAD
",,,,,"Conservation status, abundance for determining fishery opening (rec in-river)","Science, stock assessment, resource management, PSSI",Adult Salmon River Returns,50-75,,,,Annually,,,,,,ENPRO/E-PRO,NuSEDs (manually),,,,,,,,,,,,,,,,,,
103,,Salmonid Enhancement Program Juvenile Salmon Production Plans,"Galbraith, Ryan",3,Operational,EPAD (report exported in Excel format),Exported from EPAD as Excel file for integrated planning and external consultation.,unkown,No,Production,Excel,Structured,,PSSI,,"Enhancement Planning and Assessment - EPAD
",,,,,Annual integrated planning process with internal and external partners – reporting out data analyses and planning production and tagging priorities,"Science, stock assessment, resource management, PSSI, Conservation and Protection",Annual Salmon Production Plans,50-75,,,,Annually,,,,,,NuSEDs,E-PRO,IFMP (All Region),,,,,,,,,,,,,,,,,
104,,Salmonid Enhancement Program Juvenile Salmon Releases,"Galbraith, Ryan",3,Operational,EPAD (read-only view accessible through Oracle),Manually enteredor imported into EPAD from mulitple data sources.,unkown,No,Production,Excel,Structured,,PSSI,,"Enhancement Planning and Assessment - EPAD
",,,,,Harvest planning (domestic and international),"Science, stock assessment, resource management, PSSI",Juvenile Salmon Releases,50-75,,,,Annually,,,,,,E-PRO,"MRP/RMIS, NPAFC",,,,,,,,,,,,,,,,,,
8,,BC16s: Annual Reports of Salmon Streams and Spawning Grounds,"Hamilton, Shelee (SDC)",3,,,"BC16s: Annual Reports of Salmon Streams and Spawning Grounds. Not all in NuSEDS, some still in hardcopy. BC16s have not been completed since 1994 (1926-1994)",,,Production,PDF Scans / Hard copies. NuSEDS database,,Other,Ecosystems and Ocean Science,"Fong, Kenneth ",Salmon Escapement Data System - NuSEDS,,,,Conservation & Stewardship - Multiple,,,,,,,,Annually,,,,,,,,,,,,,,,,,,,,,,,,,
,,Commercial Fishing Price Estimates (shared with BC/NHQ),"Sidhu, Jas (SDC)",3,,,,,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Commercial Fleet Licence Diversification Table,"Sidhu, Jas (SDC)",3,,,,,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Salmon Price-matched Logbook and sales slip data (SLAPSA),"Sidhu, Jas (SDC)",3,,,,,,,csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Salmon forecasting workbooks,,3,,,excel spreadsheets with pre-season and in-season sockeye and chinook forecasting information,,,Production,Excel and/or R-code files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Nisga'a Treaty Accounting workbooks,,3,,,Estimates of annual allowable harvests - all salmon spp,,,Production,Excel and/or R-code files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Pacific Salmon Treaty accounting workbooks,,3,,,"Estimates of annual allowable harvests - chinook, sockeye, and pink",,,Production,Excel and/or R-code files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Salmon FSC catch data,,3,Analytical,,"FSC catch data by year - only for select First Nations, select species, and for specific time periods; compiled from First Nation annual reports and from data provided by resource managers. More specifically, This entry is not fsc catch reports from First Nations (data category 2), but products (data category 3) from some of those fsc catch reports. This work relies partly on First Nation catch reports, catch tracking spreadsheets from AFS Managers and Resource Managers, Post-Season Salmon Review reports, etc. ",,,,Excel,Structured,Desktop/Shared Drive,R&P Branch (NID),R&P Branch (NID),,,,,,"Used in fisheries management/resource sharing decisions, allocation decisions and analysis, policy anlysis. ",,,,,,,Ad-hoc,,,,,Protected B,,,,,,,,,,,,,,,,,,,,
,,Compiled salmon catch data - various fisheries,,3,Analytical,,"Catch data and relative shares among fisheries (First Nations, Commercial, Rec) by fishery by year - only for select species, select PFMAs or defined areas, and for specific time periods",,,,Excel,Structured,Desktop/Shared Drive,R&P Branch (NID),R&P Branch (NID),,,,,,"Used in fisheries management/resource sharing decisions, allocation decisions and analysis, policy anlysis. ",,,,,,,Ad-hoc,,,,,Protected B,,,,,,,,,,,,,,,,,,,,
,,Compiled salmon TACs ,,3,Analytical,,"TACs and/or estimated of anticipated harvest for First Nations, Commercial, Rec by fishery by year - only for select species, select PFMAs or defined areas, and for specific time periods",,,,Excel,Structured,Desktop/Shared Drive,R&P Branch (NID),R&P Branch (NID),,,,,,"Used in fisheries management/resource sharing decisions, allocation decisions and analysis, policy anlysis. ",,,,,,,Ad-hoc,,,,,,,,,,,,,,,,,,,,,,,,,
,,First Nation allocation mitigation tracking,,3,Operational,,Tracks the status of mitigation efforts for various agreements with First Nations where DFO has provided increased right-based salmon access that must be mitigated (i.e. access must be obtained from the commercial sector to mitigate impacts to the commercial fleets as a result of increased First Nation right-based allocations). ,,,,Excel,Structured,Desktop/Shared Drive,R&P Branch,R&P Branch,,,,,,"Used in fisheries management/resource sharing decisions, allocation decisions and analysis, policy anlysis. ",,,,,,,Ad-hoc,,,,,Protected B,,,,,,,,,,,,,,,,,,,,
,,Treaty salmon approachs comparison table,,3,Analytical,,"A comparison of Treaty language & clauses with regards to salmon allocations/formulas (for modern treaties in BC between Canada/DFO and modern Treaty Nations), including 'lessons learned' and critique of each of these approaches several years into implementation",,,,Excel,Structured,Desktop/Shared Drive,R&P Branch (NID),R&P Branch (NID),,,,,,Inform DFO/First Nation treaty negotiation topics where salmon fishery/allocations are involved. ,,,,,,,Ad-hoc,,,,,,,,,,,,,,,,,,,,,,,,,
20,,Distribution for Aquatic Species at Risk – Pacific Region,Alana Biega?,4,,,,,,,"GIS formats: e.g. Shapefile, Geodatabase",,,Ecosystems and Fisheries Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,Offshore Ecologically and Biologically Significant Areas (EBSAs).,"Gale, Katie",4,,,,,,,Shapefile,,,Ecosystems and Ocean Science,,NuSEDS,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,
71,,Pacific Fishery Management Subareas.,"Gunderson, Rebecca",4,,,"This dataset represents the Pacific Fishery Management subareas as described in the Pacific Fishery Management Area Regulations (2007) and is referenced to the 1:50,000 scale BC Watershed Atlas coastline. DFO manages the Pacific coast’s commercial, recreational and Aboriginal communal fishing activities within these areas.
Not published in FGP and Open Data Inventory ID ODI-2018-0523",,,,Shapefile,,,Ecosystems and Fisheries Management,"Souliere, Allen / ",,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,
86,,Proposed and Final Critical Habitats for Aquatic Species at Risk – Pacific Region,Alana Biega?,4,,,,,,,"GIS formats: e.g. Shapefile, Geodatabase",,,Ecosystems and Fisheries Management,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,
,,Spatial data for Negotiations and Implementation Division,Taylor Montgomery-Stinson,4,Analytical,,"First Nation fishing spatial data - fishing areas, Statement of Intent areas, Treaty areas.",,,,,,Desktop/Shared Drive,Negotiations & Implementation Division (R&P Branch),NID,,,,,,"Used in fisheries management/resource sharing decisions, allocation decisions and analysis, policy anlysis. ",,,,,,,Ad-hoc,,,,,Secret,,,,,,,,,,,,,,,,,,,,
12,,Catch Statistic Reporting System,"Yu, Faith (SDC)",5,,CSRS,Regional all fishery catch and value (price) data consolidation. Oracle scripts to query and consolidate fishery catch and value data from commercial databases. Currently does not link to recreational databases (e.g. KREST and/or CREST).,359,Yes,Production,Oracle database,Structured,DFO Server,Fisheries and Harbour ManagementFisheries Resource Management,"Souliere, Allen",Catch Statistic Reporting System - CSRS,CSRS pulls information from other databases.,Confluence,Oracle db connection in MS Access,Harvest - Commercial,"Provides official catch estimates for commercial fisheries
Fisheries Management - Economic Analysis
","FM, Policy, Resource Management","Official catch estimate reports
",,,,,Annually,,,,,Unclassified,"FOS, PACHARV3,
PLS","FOS, PACHARV3,
PLS",No,,,,,,,,,,,,,,,,,
28,,Fisheries and Oceans Canada Library,,5,,,"DFO Library, a member of the Federal Science Libraries Network. This is your gateway to information resources in marine, freshwater and nautical science. We provide comprehensive information and research services, and develop and preserve collections relevant to advancing sustainable aquatic ecosystems and supporting safe and secure Canadian waters.
https://fsl-bsf.scitech.gc.ca/eng/intranet/home/",,,,,,,,"Lee, Patsy / ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,Mark Recovery Program - Data Entry Interface - Database Component,"Komick, Nicholas",5,,MRP_DE,Web-based data collection interfaces and associated database for entry of salmon mark recovery field sampling data and lab results.,1110,,Production,Oracle database,,DFO Server,,"Fong, Kenneth / ",Mark Recovery Program - Data Entry Interface - MRP_DE,,,,Harvest - Multiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,Supplemental data for CJFAS article - Population and individual identification of Coho Salmon in British Columbia through parentage-based tagging and genetic stock identification: an alternative to coded-wire tags [Draft],"Wallace, Colin",5,,,,,,,TXT,,,Ecosystems and Ocean Science,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,
117,,PAC ADMIN (Pacific Single-Sign-On User Access - Administrative Application),"Yu, Faith (SDC), Fisheries and Harbour Management",5,,PAC_ADMIN,Administration system which controls authroization and access to specific Pacific region applications R1296427,818,,Production,Oracle database,Structured,DFO Server,,"Souliere, Allen / ",,,Confluence  ,"URL: http://vsbciosxp38.ent.dfo-mpo.ca:7006/ordsprod122/f?p=124:LOGIN:14855279255282:::::
Restricted Access",,,"FM, Policy, Stock Assessment ",,,,,,Ad-hoc,,,,,Protected B,"QMS, NRLS, NSLIS, PACSEARCH, INSPECTIONS, REFDATA, NOLS, KREST","QMS, NRLS, NSLIS, PACSEARCH, INSPECTIONS, REFDATA, NOLS, KREST",No  ,,,,,,,,,,,,,,,,,
118,,Pacific Region Fisheries Data Gateway,Fisheries and Harbour Management,5,,GATEWAY,"Pacific Region Client Dashboard providing customized view of access to systems in the Pacific region. Specifically, a web interface that was intended to be a portal for DFO users that could be a one stop shop for access to data and systems.",816,,Indevelopment,Oracle database,,DFO Server,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,Reference Data Repository Comparison process,C and A - Fisheries and Harbour Management,5,,REF_DIFF,"Used to compare differences between data standard lookup values residing in the Reference Data Repository with other Pacific regional systems, and to synchronize the data so that our lookup values and codes are used consistently across all of our applications in order to maintain data quality.",865,,Production,,,,,"Souliere, Allen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DFO Science Data Inventory,,5,Analytical,,"This tool allows users to search, create, maintain and export metadata associated with Science data resources. A valid metadata record is ISO 19115 HNAP compliant and can export as an XML file which can be subsequently uploaded to the Federal Geospatial Portal (FGP).",,,Production,DMApps,Structured,Cloud-Server,Science,DFO.DMApps-ApplisGD.MPO@dfo-mpo.gc.ca,DFO Science Data Inventory,,,Data Inventory - Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fishery Notices,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Pacific Spatial Inventory Ocean Science_20220428,"Williams, David",5,Analytical,,"Spatial inventory of spatial datasets and layers from a variety of sources including FGP, Open Data, GIS-Hub, MSP Atlas etc. as well as BC Government data. Contains data from both Science Branch and Oceans",N/A,Yes,Production,Excel,Structured,Desktop/Shared Drive,MPC/Oceans (MSP),"Williams, David",N/A,N/A,,,Not defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Pacific_MSP_Science_Regional_Inventory_Version4_Nov2422_Cleaned,"Greenberg, Chelsea ",5,Analytical,,"Spatial inventory of spatial datasets and layers from a variety of sources including FGP, Open Data, GIS-Hub etc from Science Branch. This is a subset of the Pacific Spatial Inventory Ocean Science_20220428. ",N/A,Yes,Production,Excel,Structured,Desktop/Shared Drive,"Marine Spatial Planning - Pacific Science (Spatial Data Unit, StAR)","Greenberg, Chelsea",N/A,N/A,,,Not defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GIS Hub,"Fields, Cole",5,Analytical,,"The GIS Hub is a data management system used by MSEA staff and other users in the DFO Pacific Region. It is designed to allow users to search, preview, download, publish, and find detailed metadata related to datasets and resources.
Contains 102 datasets, 8 organizations and 13 groups.",N/A,Yes,Production,Web Application - Data Catalogue,Semi-structured,Other,Ecosystem Science - Marine Spatial Ecology and Analysis section,"Cole Fields, Joanne Lessard",CKAN software,Data management system used to catalog spatial datasets and associated resources. ,"Documentation page, code repositories and wiki.",Login - GIS Hub (gis-hub.ca),Not defined,"Data supports MSP initiatives like Canada Marine Atlas, as well as PIER/IMRP objectives in regards to oil spill response planning and response. Includes key datasets to support science advice that are then pushed to Open Maps.",ESD Science,"Some has been included in EIC dashboard, Canada Marine Atlas, MSP StoryMaps for species distribution modelling.",0-5%,No,0.05,"compressed data is ~260GB, but many raster layers are rasters and so uncompressed size is much greater",Ad-hoc,No,Yes,Medium,No,Protected A,No,No,"Yes, Open Data and the FGP",,,,,,,,,,,,,,,,,
,,Escapement Bulletins ,,5,,,"In season bulletins describing the stock assessment, including escaptement, and research activities conducted by DFO and others. ",,,,,,,,,,,,SACC -Salmon Assessment Coordinating Committee - 2022 Bulletins - All Documents (sharepoint.com),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DM Apps,,5,,,"Web application to host a variety of custom science apps such as a Science Data Inventory, collection of R Shiny Apps, project racking tools, data catalogues etc.
Signing in to DM Apps no longer requires a password. Log in with your DFO e-mail address and you will be issued a one-time validation code.
DMApps only holds Unclassified Information.",,,,,,,,,,,,DM Apps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,APM User Application,,5,,APM,Data catalogue for most DFO applications/systems. Sign in with DFO credentials. Updated annually.,,,,,,,,,,,,APM User Application - Log In (dfo-mpo.ca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLAMS,,5,,CLAMS,"The CLAMS web application is used to view and manage several catalogues containing reference data, also known as common language. This repository of catalogues can then be accessed directly by applications that are enrolled in CLAMS. Only codes that have been activated for an application will be available. As a guest, you can search and view all catalogues contained within the repository. As an authenticated user, depending on your privileges, you can activate codes for an application and/or manage existing catalogues.",,,,,,,,,,,,CLAMS (dfo-mpo.ca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DFO eGIS Platform,,5,,,"Unclassified spatial information. To request an account for the eGIS Platform, email DFO.FIMTSGISINFO-GISTSIGINFOF.MPO@dfo-mpo.gc.ca",,,,,,,,,,,,Fisheries and Oceans Canada (dfo-mpo.gc.ca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Marine Spatial Data Infrastructure ,,5,,MSDI,"Multi Federal Government initiative to manage marine spatial data and provide application environments to support the development of applications and tools, develop and manage metadata and standardize and harmonize data collected by DFO. MSDI is inline with Open Data and Open Maps and compliant with the Federal Geospatial Platform (FGP).",,,,,,,,,,,,Marine Spatial Data Infrastructure (MSDI) | Intranet - Science and Canadian Hydrographic Service (dfo-mpo.ca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Federal Geospatial Platform,,5,,,"The Federal Geospatial Platform (FGP) is an internal to federal government website where a collection of the government’s most relevant data can be found easily and viewed on maps to support evidence-based decision making and foster innovation.
The FGP allows for the integration of economic, social, and environmental geospatial data from multiple departments and agencies to better support location-based decision making on a range of complex issues. The FGP plays an important role in supporting Open Government by ensuring geospatial data and applications are made available coherently to Open Maps on the Open Government Portal.",,,,,,,,,,,,GCgeo/GCgéo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Open Maps,,5,,,"Open Maps provides access to the Government of Canada’s geospatial information. You can combine, visualize, and analyze geospatial data and collaborate with other Canadians.
",,,,,,,,,,,,"Open Maps | Open Government, Government of Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Geo.Ca,,5,,,"Canadian federal, provincial and territorial geospatial data providers are working together to bring you GEO.ca—a digital platform where Canadians can discover, access, analyze and map Canada’s vast geospatial data resources. Our mission: To place open geospatial information in the hands of Canadians. The potential: Unlimited, for all.",,,,,,,,,,,,GEO.ca Language Selection - GEO.CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Open Data,,5,,,The Federal Governments Open Data platfrom. Unclassifed data from any Federal Government department.,,,,,,,,,,,,"Open Data | Open Government, Government of Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enterprise Data Hub ,,5,,EDH,"The Enterprise Data Hub (EDH) is DFO’s Data Management Platform that supports the complete data lifecycle: data ingestion, cataloguing, searching & discovery, processing, analysis, storage & safeguarding, archiving & disposal, sharing of departmental data assets.
Here are links to the EDH Portal and EDH User Documentation. Please note that we will be migrating the EDH to a new cloud subscription in the near future. These URL will change.",,,,,,,,,,,,Secure Sign-in (dfo-mpo.gc.ca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Engagement Look Ahead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Consulation Secretariat Contact List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
