Project Number,Agreement Number,Project Name,Project Description,Agreement Database,Agreement Comment, Agreement Information??-connections,Funding Sources,Other Funding Sources,Agreement Type,Lead Organization,Fund Years-with costing,Project Start Date,Project End Date,Region,Ecosystem Type,Primary_River,Secondary River,Lake System,Watershed Name,DFO Management Area,Lat,Long,Stock Management Unit,CUIndex,CUName,Species,Salmon Life Stage,Project Stage,Project_Type,Project_Subtype,Monitoring_Approach,Project_Theme,Project_Core_Element,Project_Supportive_Element,Project Purpose,Category Comments,Links to other DFO Programs,Linked DFO Program Project Reference,Links to other Government Departments,Policy and Program Connections,DFO Project Authority,DFO Aboriginal Affairs Advisor,Area Chief,DFO Resource manager,First Nations,First Nations Contact,First Nations Contact Role,DFO Biologists or Technicians,Partners,Partners Primary Contact,Contractors,Contractors Primary Contact,Method Type,Location/Organization responsible for Scale Processing,Location/Organization responsible for Otolith Processing,Location/Organization responsible for DNA Processing,Location/Organization responsible for Heads Processing,Location/Organization responsible for Instrument Data Processing,Method Document Type,Traditional Ecological Knowledge Considered?,Reference Number,Link to Document,Samples Collected,Samples Collected Comment,Samples Collected Database,Barrier to sample collection?,Was sample collection data entered into database(s)?,Was sample data quality check complete?,How was data quality check completed?,Barriers to data checks/enter into database,Sample Collection Format(s),Data Products,Data Products Database(s),Data Products Comment,Data Programs,How was the data communicated to recipient?,Report Timeline,Report Limitations and concerns,Report Types,Document Name,Document Owner/Author,Document Reference Information,Document Link,Is this report published?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-YTRA-AFS-2036,AFS2020-MLT-2036-0-A4,Traditional Knowledge,A Taku River Tlingit Elder will work alonagede staff to provide advice and culturally appropriate approaches to management issues.,APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2022-03-31,YTRA,Freshwater,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Adult,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,Administrative Support,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Aaron Foos,Bill Waugh,Bill Waugh,Bill Waugh,Taku River Tlingit First Nation,Mark Connor,Hatchery Manager,Unknown,Not Applicable,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-YTRA-AFS-2036,AFS2020-MLT-2036-0-B1,Catch Reporting,"1. The organization will monitor the FSC Fishery at 3 remote locations and collect food Fish data by species and amount by week. At Cranberry Island, catches are tallied by staff at the existing landing station for the commercial fishery operation by Taku River Tlingit and Taku Wild. At Kathai and King Salmon, staff monitoring the weirs are able to monitor fishing activity, which takes place under their supervision at the weir sites.",APGIS,,,AFS,,Primary Agreement,First Nations,Unknown,NA,NA,YTRA,Freshwater,Unknown,Unknown,King Salmon Lake,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"CO,CH,CM,PK,SK",Adult,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Aaron Foos,Bill Waugh,Bill Waugh,Bill Waugh,Taku River Tlingit First Nation,Mark Connor,Hatchery Manager,Unknown,Not Applicable,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Catch Count,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-YTRA-AFS-2036,AFS2020-MLT-2036-1-A2,Stock Assessment,"Install and operate adult/carcass enumeration fences at three remote locations in the Taku River Drainage for the purposes of enumerating adult salmon returns, ensuring passage and assessing the biological stock characteristics.  Field facility upgrades to support stock assessment activities.  ",APGIS,,,"AFS,PST",,Amendment,First Nations,2020,2020-04-01,2022-03-31,YTRA,Freshwater,Nakina River,"Kuthai Lake,Sloko River,Tatsatua Creek",King Salmon Lake,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"SK,PK,CH",Adult,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,"Field Work,Staffing,Equipment Support",Contribute to Escapement Estimation,Unknown,Unknown,Taku River Sockeye and Chinook ABM Development,Not Applicable,Unknown,Aaron Foos,Bill Waugh,Bill Waugh,Bill Waugh,Taku River Tlingit First Nation,Mark Connor,Fisheries Manager,Unknown,Alaska Department of Fish & Game,Ed Jones,Unknown,Unknown,Sonar,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Scales,Sex,Length,Coded Wire Tag Recovery,Counts,Tissue Collection-DNA,Spaghetti Tagging,Adipose clips,Auxillary Appendage Clips",Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Bayesian Time Stratified Petersen Analysis System (BTSPAS), Program6",Unknown,Unknown,Unknown,Project Report,"Transboundary Technical Committee Annual Catch and Effort Reporting, Aboriginal Fisheries Strategy Reporting",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-YTRA-AFS-2036,AFS2020-MLT-2036-1-A5,Operational Infrastructure Capacity Fund - Materials and Building Design,Funding to purchase the materials and design a building for storage/maintenance of equipment for ongoing fisheries management projects.,APGIS,,,AFS,,Amendment,First Nations,2020,2020-04-01,2022-03-31,YTRA,Freshwater,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Adult,Completed,Population Science,Monitoring,Extensive,Escapement,Field Work,Administrative Support,Administration,Unknown,Unknown,Unknown,Unknown,Unknown,Aaron Foos,Bill Waugh,Bill Waugh,Bill Waugh,Taku River Tlingit First Nation,Mark Connor,Hatchery Manager,Unknown,Not Applicable,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-YTRA-AFS-2036,AFS2020-MLT-2036-1-A6,Silver Salmon River Fish Passage Improvements,"Conduct work to expand and deepen the rock notch at in the Silver Salmon River (site SR3) to increase flow to the river and left side of the obstacle, impacting on salmon migration in the river to Kuthai Lake.",APGIS,,,"AFS,PST",,Amendment,First Nations,2020,2020-04-01,2022-03-31,YTRA,Freshwater,Silver Salmon River ,Unknown,Kluthai Lake,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Adult,Active,Population Science,Habitat,Extensive,Escapement,Field Work,Construction,Habitat Conservation,Unknown,Unknown,Taku River Sockeye and Chinook ABM Development,Unknown,Unknown,Aaron Foos,Bill Waugh,Bill Waugh,Bill Waugh,Taku River Tlingit First Nation,Mark Connor,Fisheries Manager,Unknown,Not Applicable,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Restoration Activities,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-YTRA-AFS-2036,AFS2020-MLT-2036-2-A2,"Stock Assessment - Taku river Sockeye, Pink and Chinook. ","Adult/carcass enumeration fences at three remote locations in the Taku River Drainage for the purposes of enumerating adult salmon returns, ensuring passage and assessing the biological stock characteristics for sockeye, pink and chinook in King Salmon Lake, Kuthai Lake, and Nakina River.",APGIS,,,"AFS,PST",,Amendment,First Nations,"2021,2022",2020-04-01,2022-03-31,YTRA,Freshwater,Nakina River,"Kuthai Lake,Sloko River,Tatsatua Creek",King Salmon Lake,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"SK,PK,CH",Adult,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,"Data Collection,Staffing,Equipment Support",Contribute to Escapement Estimation,Unknown,Unknown,Taku River Sockeye and Chinook ABM Development,Not Applicable,Unknown,Aaron Foos,Bill Waugh,Bill Waugh,Bill Waugh,Taku River Tlingit First Nation,Mark Connor,Hatchery Manager,Unknown,Alaska Department of Fish & Game,Ed Jones,Unknown,Unknown,Sonar,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Operational plans - DFO shared drives,,"Scales,Sex,Length,Coded Wire Tag Recovery,Counts,Tissue Collection-DNA,Spaghetti Tagging,Adipose clips,Auxillary Appendage Clips",Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Bayesian Time Stratified Petersen Analysis System (BTSPAS), Program6",Unknown,Unknown,Unknown,Project Report,"Transboundary Technical Committee Annual Catch and Effort Reporting, Aboriginal Fisheries Strategy Reporting",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-YTRA-AFS-2036,AFS2020-MLT-2036-2-A3,Canyon Island Mark/Recapture. ,"Canada/US Canyon Island chinook, sockeye, and coho salmon tagging program. ADF&G camp on the US portion of the Taku River.  Data is incorporated into Annual Transboundary Technical Committee Reports. ",APGIS,,,AFS,,Amendment,First Nations,"2021,2022",2020-04-01,2022-03-31,YTRA,Freshwater,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Adult,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Aaron Foos,Bill Waugh,Bill Waugh,Bill Waugh,Taku River Tlingit First Nation,Mark Connor,Hatchery Manager,Unknown,Alaska Department of Fish & Game,Ed Jones,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ADF&G Zander,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-YTRA-AFS-2036,AFS2020-MLT-2036-2-B1,Catch Reporting,"1. The organization will monitor the FSC Fishery at 3 remote locations and collect food Fish data by species and amount by week. At Cranberry Island, catches are tallied by staff at the existing landing station for the commercial fishery operation by Taku River Tlingit and Taku Wild. At Kathai and King Salmon, staff monitoring the weirs are able to monitor fishing activity, which takes place under their supervision at the weir sites.",APGIS,,,AFS,,Amendment,First Nations,"2021,2022",2020-04-01,2022-03-31,YTRA,Freshwater,Unknown,Unknown,King Salmon Lake,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"CO,CH,CM,PK,SK",Adult,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Aaron Foos,Bill Waugh,Bill Waugh,Bill Waugh,Taku River Tlingit First Nation,Mark Connor,Hatchery Manager,Unknown,Not Applicable,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Catch Count,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"ADF&G SF Research and Technical Services, ADF&G Zander, PSMFC CWT",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-AFS-2047,AFS2020-MLT-2047-0-A2,Training,Annual training and recertification needs vary with returning and/or new staff.,APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2025-03-31,NCA,Freshwater,Morice River,Unknown,Unknown,Morice River,Unknown,54.40912266,-126.7465034,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,Training,Administration,Unknown,Unknown,Unknown,Unknown,Unknown,Barry Finnegan,Unknown,Shaun Davies,Unknown,Wet'suwet'en Treaty Office Society,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-AFS-2047,AFS2020-MLT-2047-0-A3,Stock Assessment/Mark Recapture,"(Existing activity under AFS) Lengthening the duration of and providing additional support for the mark-recpature program (FYI, funding received from other sources as well: Province's Environmental Stewardship Initiative and for steelhead tagging). Sockeye and coho selected for tagging will be tagged with TBA-1, Hallprint tags and collect biological samples including scale in Upper Bulkley River, Morice Lake, and Atna Lake.",APGIS,,,"AFS,PST",,Primary Agreement,First Nations,2020,2020-04-01,2025-03-31,NCA,Freshwater,Morice River,Unknown,Unknown,Unknown,Unknown,54.40912266,-126.7465034,SKEENA COHO SALMON,CO-33,MIDDLE SKEENA,"SK,CO",Adult,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Barry Finnegan,Unknown,Shaun Davies,Unknown,Wet'suwet'en Treaty Office Society,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Mark/Tagging-Unspecified,Counts,Tissue Collection-DNA",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-AFS-2047,AFS2020-MLT-2047-0-A4,Habitat Monitoring and Restoration,"Wet'suwet'en Fisheries Staff will conduct habitat protection and monitoring activities to assist in habitat baseline information collection, habitat protection and conservation efforts within the Wet'suwet'en asserted area. 2. The Organization will monitor the functionality of various in-stream structures including culverts and forest service roads within the Morice Watershed. The Organization will review proposals and attend any meetings related to proposed linear development or resource extraction development within the Wet'suwet'en asserted area.",APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2025-03-31,NCA,Freshwater,Morice River,Unknown,Unknown,Morice River,Unknown,54.40912266,-126.7465034,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,Construction,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Barry Finnegan,Unknown,Shaun Davies,Unknown,Wet'suwet'en Treaty Office Society,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Restoration Activities,Water Samples-Toxicology,Water Temperature,Hydrology-Discharge/Flow",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-AFS-2047,AFS2020-MLT-2047-0-A5,Pickup Truck Purchase,The Organization will purchase a pickup truck to replace the aging vehicle that is in need of extensive repairs.  ,APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2025-03-31,NCA,Freshwater,Morice River,Unknown,Unknown,Morice River,Unknown,54.40912266,-126.7465034,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,Equipment Support,Administration,Unknown,Unknown,Unknown,Unknown,Unknown,Barry Finnegan,Unknown,Shaun Davies,Unknown,Wet'suwet'en Treaty Office Society,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-AFS-2047,AFS2020-MLT-2047-0-B1,Catch Monitoring and Reporting,Catch Monitoring of all species will continue in Moricetown Canyon.  Data will be used to calculate inseason catch estimates of the Wet'suwet'en Fisheries and be reported weekly to DFO in Prince Rupert and Smithers.,APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2025-03-31,NCA,Freshwater,Morice River,Unknown,Unknown,Morice River,Unknown,54.40912266,-126.7465034,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Barry Finnegan,Unknown,Shaun Davies,Unknown,Wet'suwet'en Treaty Office Society,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-AFS-2047,AFS2020-MLT-2047-1-A6,Purchase Mercury 200 Optimax Powerhead Boat Motor and jet pump package,Replace existing motor.,APGIS,,,"AFS,PST",,Amendment,First Nations,2020,2020-04-01,2025-03-31,NCA,Freshwater,Morice River,Unknown,Morice Lake,Morice River,Unknown,54.40912266,-126.7465034,SKEENA COHO SALMON,CO-33,MIDDLE SKEENA,"SK,CO,CH,ST",Adult,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,Equipment Support,Administration,Unknown,Unknown,Unknown,Unknown,Unknown,Barry Finnegan,Unknown,Shaun Davies,Unknown,Wet'suwet'en Treaty Office Society,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-AFS-2047,AFS2020-MLT-2047-2-A7,Operational Capacity Funding- Capital Acquisition; Boat hull replacement,Build a tagging boat suitable for Bulkley River and AFG activities.,APGIS,,,AFS,,Amendment,First Nations,2020,2020-04-01,2025-03-31,NCA,Freshwater,Morice River,Unknown,Unknown,Morice River,Unknown,54.40912266,-126.7465034,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,Equipment Support,Administration,Unknown,Unknown,Unknown,Unknown,Unknown,Barry Finnegan,Unknown,Shaun Davies,Unknown,Wet'suwet'en Treaty Office Society,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-AFS-2047,AFS2020-MLT-2047-3-A5,Moricetown M&R,"Wet'suwet'en Fisheries Staff will continue with the Mark/Recapture Project that provides a population estimate of salmon destined for spawning grounds above the Moricetown Canyon in season, as well as to tag Steelhead for other studies that may occur during the fall and spring.  In addition to tagging the salmonids, data such as sex, length and condition is compiled.  Special emphasis will be given to observe/record the damage conditions of salmon this year with consequent monitoring on the spawning beds. Research suggests that high infection rates with a fungus (Saprolegnia spp.) entering the fish body through net marks and other skin damage causes significant mortalities.   The Mark/Recapture program is mainly funded through stock assessment and the top up of funds is supported through the AFS program.",APGIS,,,"AFS,PST",,Amendment,First Nations,2021,2020-04-01,2025-03-31,NCA,Freshwater,Morice River,"Bulkley River,Atna River,Nanika River,Gosnell River",Unknown,Morice River,Unknown,54.40912266,-126.7465034,"SKEENA COHO SALMON,SKEENA/NASS PINK SALMON","CO-33,PKO-16","MIDDLE SKEENA,MIDDLE AND UPPER SKEENA","CO,CH,CM,PK,SK","Adult,Spawning",Active,Population Science ,"Monitoring,Sampling",Extensive,Escapement,"Field Work,Data Entry,Data Analysis","Data Collection,Analysis of Current Data",Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Barry Finnegan,Unknown,Shaun Davies,Unknown,Wet'suwet'en Treaty Office Society,Unknown,Unknown,Unknown,Skeena Fisheries Commission ,Unknown,Unknown,Unknown,"BioData-Visual Observation,Stream Walks,Deadpitch,Plane",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Mark/Tagging-Unspecified,Counts,Tissue Collection-DNA",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-AFS-2111,AFS2021-MLT-2111-0-A2,Stream Walker Spawner Assessments - Kitsumkalum,Not yet complete,APGIS,,,"AFS,PST",,Primary Agreement,First Nations,"2021,2022",2021-04-01,2026-03-31,NCA,Freshwater,Andesite Creek,Clear Creek,Kitsumkalum Lake,Unknown,Unknown,54.37924152,-129.1260577,"SKEENA-NASS CHUM SALMON,SKEENA COHO SALMON,SKEENA/NASS PINK SALMON","CO-32,CM-27,PKO-15",LOWER SKEENA,"CO,CH,CM,PK,SK",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Shaun Davies,Unknown,Kitsumkalum First Nation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Stream Walks,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-AFS-2111,AFS2021-MLT-2111-0-B1,Catch Reporting,Not yet complete,APGIS,,,AFS,,Primary Agreement,First Nations,"2021,2022",2021-04-01,2026-03-31,NCA,Freshwater,Andesite Creek,Clear Creek,Kitsumkalum Lake,Unknown,Unknown,54.37924152,-129.1260577,"SKEENA-NASS CHUM SALMON,SKEENA COHO SALMON,SKEENA/NASS PINK SALMON","CO-32,CM-27,PKO-15",LOWER SKEENA,"CO,CH,CM,PK,SK",Adult,Active,Population Science ,Monitoring,Extensive,Catch (First Nations),Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Shaun Davies,Unknown,Kitsumkalum First Nation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Catch Count,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2117,AFS2021-MLT-2117-0-A2,Goldstream Watershed Monitoring/Stewardship,"1.The Organization will work collaboratively with BC Parks and DFO on the stewardship of the Goldstream Watershed by maintaining regular communications and attending related planning meetings. 2.The Organization's staff will pursue opportunities to be trained in stock assessment techniques, which may include but is not limited to, joining stream walks and/or arranging meetings with DFO StAD to discuss stock assessment techniques).",APGIS,,,AFS,,Primary Agreement,First Nations,"2021,2022",2021-04-01,2023-03-31,SCA,Freshwater,Goldstream River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Adult,Completed,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,B.C. Ministry of Environment,Unknown,Johnathan Joe,Unknown,Wilf Luedke,Unknown,Malahat First Nation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Stream Walks,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
