id,title,org,sector,type,status,date1,date2,contact,contact_org,comment1,comment2,comment3
1061,"Construction ponts ferroviaires, projet REM, canal Lachine et ruisseau Bertrand, Montréal incluant les sous-projets suivants: 
- Relocalisation du ruisseau des Prairies (déjà autorisé);
- Pont sur le chenal de l'île-des-sœurs (en cours de consult);
- Pont sur la rivière des Mille-îles (à venir);
- Pont sur la rivière des Prairires (en cours de consult).",Kanesatake,DRGÉ-PPPH,Consultation,active,21-Nov-17,,Serge-Éric,"INFC, TC, MPO, 
PJCCI, PC",Commentaires écrits,"Après l'envoi des lettres de nov. 2017, Kanesetake aurait informé verbalement IC ne pas être 
intéressé à être consulté davantage pour le projet du REM",
1062,"Ajustement du seuil et enrochement, barrage Tremblay, rivière Blue Sea, Blue Sea",Kitigan Zibi ,DRGÉ-PPPH,Consultation,active,12/8/2017,,,MPO,Commentaires écrits,8 déc. 2017: envoyé lettre d'info. autorisation 35 urgence émise ,
1063,Dragage au port de New Richmond,Gesgapegiag,PPB,Consultation,completed,1/1/2018,,Mireille Gingras,,Commentaires écrits,accomodement pour 4 homardiers de Gesgapegiag,
1064,Réseau AMP,AGHAMM,DRGÉ-DGO,Consultation,completed,1/1/2018,,Selma Pereira,,Rencontre,,
1065,Réseau AMP,AMIK,DRGÉ-DGO,Consultation,completed,1/1/2018,,Selma Pereira,,Rencontre,,
1066,Réseau AMP,Secrétariat Mi'gmawei Mawiomi,DRGÉ-DGO,Consultation,completed,1/1/2018,,Selma Pereira,,Rencontre,,
1067,"Reconstruction pont, route 132, sécurité des usagers, rivière de l'Anse-aux-Canards, Pabos Mills",Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Consultation,active,1/3/2018,,Annik,,Commentaires écrits,"Questions posées à MPO, 8 février 2018: 
American eel: not mentioned = a threatened species for COSEWIC. Special care and specific mitigation measures should be needed.
Lack of info: a complete description of the environment, impact assessment and mitigation measures, besides some information on fish. 

Commentaires dans lettre du 9 juillet 2018 à MPO:
Compensation habitat du poisson: pas reçue préalablement, doute sur efficacité,  ratio compensatoire devrait dépasser 1 pour 1. Veulent être impliqués dans les étapes d'aménagement du milieu humide. Demande de participer au suivi.  
Restauration habitat du poisson: auraient souhaité voir le plan de restauration, veulent son suivi. 
Suivi du site: SMM veut participer au suivi, être formé et faire des visites aléatoires. ",
1068,"Construction pont double, prolongement A- 410, riv. Massawippi, volet 2, Bloc F-1, Sherbrooke",Abénakis,DRGÉ-PPPH,Consultation,active,1/19/2018,,Annik,"INFC, TC, MPO",Commentaires écrits,,
1069,"Enrochement, stab talus, rue Simone-de-Beauvoir/150e Ave, fl St-Laurent, Notre-Dame-de-l’Île-Perrot",Akwesasne,DRGÉ-PPPH,Consultation,active,1/22/2018,,Serge-Éric,MPO,Information transmise,,
1070,"Enrochement, stab talus, rue Simone-de-Beauvoir/150e Ave, fl St-Laurent, Notre-Dame-de-l’Île-Perrot",Kahnawà:ke,DRGÉ-PPPH,Consultation,active,1/22/2018,,Serge-Éric,MPO,Information transmise,"Courriel du MCK à MPO, janv 2018:

- MCK interested in receiving project details and have interest in being involved in the discussion concerning fisheries compensation.  

- MCK would also like to receive info. on whether archaeological investigations have been considered and whether it will be occurring as part of the emergency works.    


",
1071,"Enrochement, stab talus, rue Simone-de-Beauvoir/150e Ave, fl St-Laurent, Notre-Dame-de-l’Île-Perrot",Kanesatake,DRGÉ-PPPH,Consultation,active,1/22/2018,,Serge-Éric,MPO,Information transmise,,
1072,"Agrandissement haldes à stériles, projet 2045, tronçon C, mine du Mont-Wright, Fermont",Matimekush - Lac John,DRGÉ-PPPH,Consultation,active,1/23/2018,,Marion,"ECCC, MPO",Commentaires écrits,"Compensation habitat poisson: Matimekush Lac John a reproché à ECCC de ne pas avoir été assez consultés. Le contentieux d'ECCC a indiqué qu'il fallait les reconsulter sur le REMM pour la phase 1 d'agrandissement. 
Rencontre 14 août 2018: 
Consultations REMMD:  ECCC n'a adéquatement consulté la communauté. Un montant est demandé pour participer aux consultations d'ECCC et engager une ressource (aurait été depuis fourni par l'ACÉE).
Dommage sérieux au poisson: Touladi pas pris en compte dans les impacts ni la ocmpensation. Le consultant rappelle que l'espèce ne fréqente pas les sites touchés, ni les sites compensatoires.

Commentaires à ECCC sur l'inscription à l'annexe 2 du REMMD, oct. 2018: En général, la NIMLJ est favorable à la modification réglementaire, moyennant certaines conditions.",
1073,"Agrandissement haldes à stériles, projet 2045, tronçon C, mine du Mont-Wright, Fermont",Uashat mak Mani-Utenam,DRGÉ-PPPH,Consultation,active,1/23/2018,,Marion,"ECCC, MPO",Commentaires écrits,"Compensation habitat poisson: 24 janv. 2018, dans lettre à MPO, chef McKenzie affirme un fort appui au projet compensatoire du promo prévu sur rivière Nipissis. ",
1074,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,Algonquins (Anishinabeg),DRGÉ-PPPH,Engagement,completed,2/14/2018,,Alain Guitard,,Webex,,
1075,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,AMIK,DRGÉ-PPPH,Engagement,completed,2/14/2018,,Alain Guitard,,Webex,,
1076,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,Conseil de la Nation huronne-wendat,DRGÉ-PPPH,Engagement,completed,2/14/2018,,Alain Guitard,,Webex,,
1077,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,Conseil tribal Mamuitun (Innu),DRGÉ-PPPH,Engagement,completed,2/14/2018,,Alain Guitard,,Webex,,
1078,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,GMRC,DRGÉ-PPPH,Engagement,completed,2/14/2018,,Alain Guitard,,Webex,Cet organisme a aussi participé à une présentation LP en personne dans le cadre du comité consultatif sur la pêche au crabe des neiges (région Golfe).,
1079,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,Grand Conseil de la Nation Waban-Aki,DRGÉ-PPPH,Engagement,completed,2/14/2018,,Alain Guitard,,Webex,,
1080,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,Institut du développement durable des premières nations du Québec et Labrador (IDDPNQL),DRGÉ-PPPH,Engagement,completed,2/14/2018,,Alain Guitard,,Webex,,
1081,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,Naskapis,DRGÉ-PPPH,Engagement,completed,2/14/2018,,Alain Guitard,,Webex,,
1082,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,Regroupement Petapan Inc.,DRGÉ-PPPH,Engagement,completed,2/14/2018,,Alain Guitard,,Webex, Un suivi téléphonique (Alain Guitard-Vincent Gerardin) a eu lieu le 26 février pour répondre à des questions. ,
1083,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Engagement,completed,2/14/2018,,Alain Guitard,,Webex,,
1084,PPO,Pessamit,SS,Information,completed,2/20/2018,,Élodie Lavisse,"TC, GCC",Rencontre ,"Séance d'information générale sur le PPO, réalisée conjointement avec Transports Canada et la Garde côtière canadienne. La séance a eu lieu à Pessamit.",
1085,PPO,Essipit,SS,Information,completed,2/21/2018,,Élodie Lavisse,"TC, GCC",Rencontre ,"Séance d'information générale sur le PPO, réalisée conjointement avec Transports Canada et la Garde côtière canadienne. La séance a eu lieu à Essipit.",
1086,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,AGHAMM,DRGÉ-PPPH,Engagement,completed,2/26/2018,,Alain Guitard,,Commentaires écrits,"Ce groupe n'a pas participé aux Webex offerts du 14 ou 15 février. Un courriel qui incluait la présentation a été transmis le 26 février, invitant le groupe à en prendre connaissance et de nous contacter pour tout élément concernant le projet de loi. Cet organisme a participé à une présentation LP en personne dans le cadre du comité consultatif sur la pêche au crabe des neiges (région Golfe).",
1087,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,Algonquins (Tribal Council),DRGÉ-PPPH,Engagement,completed,2/26/2018,,Alain Guitard,,Commentaires écrits,"Ce groupe n'a pas participé aux Webex offerts du 14 ou 15 février. Un courriel qui incluait la présentation a été transmis le 26 février, invitant le groupe à en prendre connaissance et de nous contacter pour tout élément concernant le projet de loi.",
1088,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,CCCPP,DRGÉ-PPPH,Engagement,completed,2/26/2018,,Alain Guitard,,Commentaires écrits,"Ce groupe n'a pas participé aux Webex offerts du 14 ou 15 février. Un courriel qui incluait la présentation a été transmis le 26 février, invitant le groupe à en prendre connaissance et de nous contacter pour tout élément concernant le projet de loi. Le représentant du MPO au comité (Perry Beaudoin) assure la coordination au besoin.",
1089,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,Conseil tribal Attikamekw,DRGÉ-PPPH,Engagement,completed,2/26/2018,,Alain Guitard,,Commentaires écrits,"Ce groupe n'a pas participé aux Webex offerts du 14 ou 15 février. Un courriel qui incluait la présentation a été transmis le 26 février, invitant le groupe à en prendre connaissance et de nous contacter pour tout élément concernant le projet de loi.",
1090,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,Kahnawà:ke,DRGÉ-PPPH,Engagement,completed,2/26/2018,,Alain Guitard,,Commentaires écrits,"Ce groupe n'a pas participé aux Webex offerts du 14 ou 15 février. Un courriel qui incluait la présentation a été transmis le 26 février, invitant le groupe à en prendre connaissance et de nous contacter pour tout élément concernant le projet de loi.",
1091,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,Kanesatake,DRGÉ-PPPH,Engagement,completed,2/26/2018,,Alain Guitard,,Commentaires écrits,"Ce groupe n'a pas participé aux Webex offerts du 14 ou 15 février. Un courriel qui incluait la présentation a été transmis le 26 février, invitant le groupe à en prendre connaissance et de nous contacter pour tout élément concernant le projet de loi.",
1092,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,Makivik,DRGÉ-PPPH,Engagement,completed,2/26/2018,,Alain Guitard,,Commentaires écrits,"Ce groupe n'a pas participé aux Webex offerts du 14 ou 15 février. Un courriel qui incluait la présentation a été transmis le 26 février, invitant le groupe à en prendre connaissance et de nous contacter pour tout élément concernant le projet de loi.",
1093,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,Nunavik Marine Region Wildlife Board,DRGÉ-PPPH,Engagement,completed,2/26/2018,,Alain Guitard,,Commentaires écrits,"Ce groupe n'a pas participé aux Webex offerts du 14 ou 15 février. Un courriel qui incluait la présentation a été transmis le 26 février, invitant le groupe à en prendre connaissance et de nous contacter pour tout élément concernant le projet de loi.",
1094,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,Regroupement Mamit innuat,DRGÉ-PPPH,Engagement,completed,2/26/2018,,Alain Guitard,,Commentaires écrits,"Ce groupe n'a pas participé aux Webex offerts du 14 ou 15 février. Un courriel qui incluait la présentation a été transmis le 26 février, invitant le groupe à en prendre connaissance et de nous contacter pour tout élément concernant le projet de loi.",
1095,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,RNUK,DRGÉ-PPPH,Engagement,completed,2/26/2018,,Alain Guitard,,Commentaires écrits,"Ce groupe n'a pas participé aux Webex offerts du 14 ou 15 février. Un courriel qui incluait la présentation a été transmis le 26 février, invitant le groupe à en prendre connaissance et de nous contacter pour tout élément concernant le projet de loi.",
1096,"Déconstruction de l’actuel pont Champlain, fleuve Saint-Laurent, entre Brossard et L’Île-des-Soeurs",Kahnawà:ke,DRGÉ-PPPH,Consultation,active,2/28/2018,,Serge-Éric,"PJCCI, MPO, TC",Commentaires écrits et rencontre,"31 juillet 2019: questions de MCK sur le Targeted Environmental Assessment (TEA) reçu par PJCCI

ABC produit par PJCCI, commenté par TC et MPO. 
28  fév. 2019: lettre initiation de consultation envoyée par PJCCI et invitation à une rencontre. TC et MPO aussi impliqués dans les consultations. 
3 juillet 2019: Rencontre MCk et PJCCI 
7 juillet 2019: Présentaion du plan de consultation par PJCCI à MCK",
1097,"Déconstruction de l’actuel pont Champlain, fleuve Saint-Laurent, entre Brossard et L’Île-des-Soeurs",Kanesatake,DRGÉ-PPPH,Consultation,active,2/28/2018,,Serge-Éric,"PJCCI, MPO, TC",Commentaires écrits et rencontre,"ABC produit par PJCCI, commenté par TC et MPO. 
28  fév. 2019: lettre initiation de consultation envoyée par PJCCI et invitation à une rencontre. TC et MPO aussi impliqués dans les consultations. 
",
1098,Présenter les amendements proposés à la LP et le processus parlementaire et obtenir le point de vue  sur l'approche souhaitée à plus long terme avec le MPO,Comité consultatif pour l'environnement de la Baie James (CCEBJ),DRGÉ-PPPH,Information,completed,3/13/2018,,Jean-Yves Savaria,,Rencontre ,,
